ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0001234	collection device	PCDS:collection_device	Notes extracted from retired sheet: is about sample collection device	Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > processed material entity > device		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the instrument or container used to collect the sample.		PCDS: The instrument or container used to collect the sample.	PCDS: Provide a descriptor of the device used for sampling. Use the picklist provided in the template. If not applicable, choose a null value.	PCDS: Swab	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			collection device slot	collection_device|collection device		
GENEPIO:0001450	library preparation kit	PCDS:library_preparation_kit	Notes extracted from retired sheet: Removed "DNA" from the definition and added a note that some specifications may indicate "DNA", "RNA", etc. Otherwise, would recommend labelling this "DNA library preparation kit field" and make a more general option. is about GENEPIO:0000085 library preparation kit	Rhiannon, Charlie		UPDATE	B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > processed material entity > device		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name of the library preparation kit used to generate the library being sequenced.		PCDS: The name of the DNA library preparation kit used to generate the library being sequenced.	PCDS: Provide the name of the library preparation kit used.	PCDS: Nextera XT	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	Some specification definitions may be more specific on the type of library preparation kit used (e.g. DNA).		library preparation kit slot	library preparation kit|library_preparation_kit		
GENEPIO:0100772	nucleic acid extraction kit	PCDS:nucleic_acid_extraction_kit	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > processed material entity > device		class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which describes the kit used to extract genomic material from a sample		PCDS: The kit used to extract genomic material from a sample	PCDS: Provide the name of the genomic extraction kit used.	PCDS: QIAamp PowerFecal Pro DNA Kit	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete	Drafted 2023-07-27		nucleic acid extraction kit slot	nucleic acid extraction kit|extraction kit		
GENEPIO:0001452	sequencing instrument	PCDS:sequencing_instrument		Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > processed material entity > device		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the model of the sequencing instrument used.		PCDS: The model of the sequencing instrument used.	PCDS: Select the sequencing instrument from the pick list.	PCDS: Oxford Nanopore MinION	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sequencing instrument slot	sequencing instrument|sequencing_instrument		
GENEPIO:0100699	food product production stream	PCDS:food_product_production_stream	Notes extracted from retired sheet: is about FOODON:03000449 food production stream			UPDATE	GRDI	material entity > system		class	2023-05-18T05:09:29.167Z	GENEPIO:0100586	data field		A production stream data field which describes a pathway incorporating the processes, material entities, and conditions that participate in the generation a food commodity.		PCDS: A production pathway incorporating the processes, material entities (i.e. equipment, animals, locations), and conditions that participate in the generation of a food commodity.	PCDS: Provide the name of the agricultural production stream from the picklist.	PCDS: Beef cattle production stream [FOODON:03000452]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135	metadata incomplete	Material entities examples: equipment, animals, locations		food product production stream slot	food_product_production_stream|food product production stream		
GENEPIO:0100771	wastewater system type	PCDS:wastewater_system_type	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	WastewaterSARS-CoV-2 | WastewaterAMR | WastewaterPathogenAgnostic	material entity > system		class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which describes the type or classification of a wastewater system.		PCDS: The type or classification of a wastewater system.	PCDS: Provide the classification of the wastewater system by selecting from the provided pick list.	PCDS: Sanitary sewer	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			wastewater system type slot	wastewater system type		
GENEPIO:0001417	exposure event	PCDS:exposure_event	Notes extracted from retired sheet: is about ExO:0000002 exposure event	Rhiannon		UPDATE	CanCOGeNCovid19 | GRDI | HPAI | HPAIHost | Influenza | Measles | Mpox | MpoxInternational | PHA4GE	process		class	2021-04-24T00:42:14Z	GENEPIO:0100637	exposure field		A data field which describes an event leading to exposure.		PCDS: Event leading to exposure.	PCDS: If known, select the exposure event from the pick list.	PCDS: Party	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			exposure event slot	exposure event		
GENEPIO:0001418	exposure contact level	PCDS:exposure_contact_level		Rhiannon		UPDATE	CanCOGeNCovid19 | HPAI | HPAIHost | Influenza | Measles | Mpox | MpoxInternational | PHA4GE	process > biological process > transmission of infection		class	2021-04-24T00:42:14Z	GENEPIO:0100637	exposure field		A data field which describes the exposure transmission contact type.		PCDS: The exposure transmission contact type.	PCDS: Select exposure contact level from the pick-list.	PCDS: Direct	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			exposure contact level slot	exposure contact level		
GENEPIO:0100880	alkalinity measurement method	PCDS:alkalinity_measurement_method	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	process > planned process		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the process used to measure alkalinity.		PCDS: The process used to measure alkalinity.	PCDS: Provide the name of the procedure or technology used to measure alkalinity.	PCDS: Titration method	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			alkalinity measurement method slot	alkalinity measurement method		
GENEPIO:0100526	AMR laboratory typing method	PCDS:amr_laboratory_typing_method|PCDS:*_laboratory_typing_method	Notes extracted from retired sheet: is about GENEPIO:0002047			UPDATE	B2B2B | GRDI	process > planned process		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		An antimicrobial resistance (AMR) field which describes the general method used for antibiotic susceptibility testing.		PCDS: The general method used for antibiotic susceptibility testing.	PCDS: Select a typing method from the pick list provided. Use the Term Request System to request the addition of other methods if necessary.	PCDS: Broth dilution [ARO:3004397]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR laboratory typing method slot|antimicrobial resistance laboratory typing method field|antimicrobial resistance laboratory typing method slot	AMR laboratory typing method|AMR_laboratory_typing_method|antimicrobial resistance laboratory typing method		
GENEPIO:0100793	carbonaceous biochemical oxygen demand cbod measurement method	PCDS:carbonaceous_biochemical_oxygen_demand_cbod_measurement_method	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	process > planned process		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the method used to measure carbonaceous biochemical oxygen demand (CBOD).		PCDS: The units of a measurement of carbonaceous biochemical oxygen demand (CBOD).	PCDS: Provide the units of the measured CBOD by selecting a value from the pick list.	PCDS: milligram per liter (mg/L)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			carbonaceous biochemical oxygen demand (CBOD) measurement method slot	carbonaceous biochemical oxygen demand (CBOD) measurement method		
GENEPIO:0100790	chemical oxygen demand cod measurement method	PCDS:chemical_oxygen_demand_cod_measurement_method	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	process > planned process		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the method used to measure chemical oxygen demand (COD).		PCDS: The method used to measure chemical oxygen demand (COD).	PCDS: Provide the name of the procedure or technology used to measure COD.	PCDS: Hach LCK test kit	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			chemical oxygen demand (COD) measurement method slot	chemical oxygen demand (COD) measurement method		
GENEPIO:0001241	collection method	PCDS:collection_method	Notes extracted from retired sheet: is about sample collection method	Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	process > planned process		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the process used to collect the sample.		PCDS: The process used to collect the sample.	PCDS: Provide a descriptor of the collection method used for sampling. Use the picklist provided in the template. If not applicable, choose a null value.	PCDS: Biopsy	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			collection method slot	collection_method|collection method		
GENEPIO:0100804	conductivity measurement method	PCDS:conductivity_measurement_method	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	process > planned process		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the method used to measure conductivity.		PCDS: The method used to measure conductivity.	PCDS: Provide the name of the procedure or technology used to measure conductivity.	PCDS: Conductivity electrode and meter	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			conductivity measurement method slot	conductivity measurement method		
